# vostok matching ledger - generated by vostok.ledger.store. DO NOT hand-edit.
#   one row per target function; the derived roster is rebuilt from report.json
#
#   cur    fuzzy % in this build (noisy under LTCG/ICF)
#   max    peak for THIS source body (`hash`); resets only when `hash` changes.
#          Campaign goal: drive every max to 100.
#   hist   all-time peak; NEVER resets. hist > max = we had it better once.
#   tries  matcher dispatches that included this function (high = hard to match).
#          It moves ONLY when someone runs `vostok ledger tried` - a build that
#          changes the body does NOT bump it.
#   hash   12 hex chars of the function's own source body. Module/TU context is
#          deliberately excluded - it is diagnosis, not a gate.
#   cls    MATCH (statements identical) | SIZE (same count+geometry, bytes
#          differ) | QUANTITY (counts differ) | SPLIT (counts equal, unpairable)
#   status done (max>=100) | inprogress | blocked (something missing) |
#          parked (failed to raise it further)
mangled	unit	module	status	cls	cur	max	hist	tries	size	flags	hash	note
?Reserve@?$ArrayDataBase@PAVDisplayObject@GFx@Scaleform@@U?$AllocatorDH@PAVDisplayObject@GFx@Scaleform@@$01@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	141	f	f8303181aab8	
?Reserve@?$ArrayDataBase@PAVExecuteTag@GFx@Scaleform@@U?$AllocatorGH@PAVExecuteTag@GFx@Scaleform@@$01@3@U?$ArrayConstPolicy@$0CA@$0BA@$0A@@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	146	f	f8303181aab8	
?Reserve@?$ArrayDataBase@PAVMeshBuffer@D3D1x@Render@Scaleform@@U?$AllocatorLH@PAVMeshBuffer@D3D1x@Render@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	scaleform/src/kernel/sf_array.h	scaleform	done	MATCH	100	100	100	1	134	f	f8303181aab8	auto: at 100% ceiling, demoted from queue
?Reserve@?$ArrayDataBase@PAVSwfEvent@GFx@Scaleform@@U?$AllocatorLH@PAVSwfEvent@GFx@Scaleform@@$0BAE@@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@PAVVMAppDomain@AS3@GFx@Scaleform@@U?$AllocatorLH@PAVVMAppDomain@AS3@GFx@Scaleform@@$0BEJ@@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@U?$Pair@PBVValue@AS3@GFx@Scaleform@@K@Scaleform@@U?$AllocatorDH@U?$Pair@PBVValue@AS3@GFx@Scaleform@@K@Scaleform@@$01@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	141	f	f8303181aab8	
?Reserve@?$ArrayDataBase@U?$SGMLStackElemDesc@_W@Text@Render@Scaleform@@U?$AllocatorDH@U?$SGMLStackElemDesc@_W@Text@Render@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	137	f	f8303181aab8	
?Reserve@?$ArrayDataBase@U?$Triple@NPBVValue@AS3@GFx@Scaleform@@K@Impl@AS3@GFx@Scaleform@@U?$AllocatorDH@U?$Triple@NPBVValue@AS3@GFx@Scaleform@@K@Impl@AS3@GFx@Scaleform@@$01@5@UArrayDefaultPolicy@5@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	145	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UAdvanceEntry@FontData@GFx@Scaleform@@U?$AllocatorLH@UAdvanceEntry@FontData@GFx@Scaleform@@$0BAF@@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UCharToRec@Button@GFx@Scaleform@@U?$AllocatorLH@UCharToRec@Button@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UDescr@FrameScript@MovieClip@fl_display@Instances@AS3@GFx@Scaleform@@U?$AllocatorGH_CPP@UDescr@FrameScript@MovieClip@fl_display@Instances@AS3@GFx@Scaleform@@$01@8@UArrayDefaultPolicy@8@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	343	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UDrawLayerType@ShapeMeshProvider@Render@Scaleform@@U?$AllocatorLH_POD@UDrawLayerType@ShapeMeshProvider@Render@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UElement@ImageSubstitutor@DocView@Text@Render@Scaleform@@U?$AllocatorLH@UElement@ImageSubstitutor@DocView@Text@Render@Scaleform@@$01@6@UArrayDefaultPolicy@6@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	140	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UFillRecord@ComplexMesh@Render@Scaleform@@U?$AllocatorLH@UFillRecord@ComplexMesh@Render@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	146	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UFillStyleType@Render@Scaleform@@U?$AllocatorGH@UFillStyleType@Render@Scaleform@@$01@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	137	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UFillStyleType@Render@Scaleform@@U?$AllocatorGH@UFillStyleType@Render@Scaleform@@$0BAD@@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	137	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UFilterStackEntry@HAL@Render@Scaleform@@U?$AllocatorLH@UFilterStackEntry@HAL@Render@Scaleform@@$01@4@U?$ArrayConstPolicy@$0A@$07$00@4@@Scaleform@@QAEXPBXI@Z	scaleform/src/kernel/sf_array.h	scaleform	done	MATCH	100	100	100	1	151	f	f8303181aab8	auto: at 100% ceiling, demoted from queue
?Reserve@?$ArrayDataBase@UFrame@TimelineDef@GFx@Scaleform@@U?$AllocatorLH@UFrame@TimelineDef@GFx@Scaleform@@$0BAJ@@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UFrameLabelInfo@MovieDataDef@GFx@Scaleform@@U?$AllocatorDH@UFrameLabelInfo@MovieDataDef@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	141	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UGlyphInfo@FontGlyphPacker@GFx@Scaleform@@U?$AllocatorGH@UGlyphInfo@FontGlyphPacker@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	135	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UHTMLImageTagInfo@StyledText@Text@Render@Scaleform@@U?$AllocatorDH@UHTMLImageTagInfo@StyledText@Text@Render@Scaleform@@$01@5@UArrayDefaultPolicy@5@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	137	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UHighlightDesc@Text@Render@Scaleform@@U?$AllocatorGH@UHighlightDesc@Text@Render@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	141	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UIndirectTransPair@MovieImpl@GFx@Scaleform@@U?$AllocatorLH@UIndirectTransPair@MovieImpl@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	138	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UKeyMapEntry@TextKeyMap@GFx@Scaleform@@U?$AllocatorGH@UKeyMapEntry@TextKeyMap@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	133	f	f8303181aab8	
?Reserve@?$ArrayDataBase@ULevelInfo@MovieImpl@GFx@Scaleform@@U?$AllocatorLH@ULevelInfo@MovieImpl@GFx@Scaleform@@$0BEH@@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UMDKillListEntry@MovieImpl@GFx@Scaleform@@U?$AllocatorGH@UMDKillListEntry@MovieImpl@GFx@Scaleform@@$0BEH@@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	133	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UMaskStackEntry@HAL@Render@Scaleform@@U?$AllocatorLH@UMaskStackEntry@HAL@Render@Scaleform@@$01@4@U?$ArrayConstPolicy@$0A@$07$00@4@@Scaleform@@QAEXPBXI@Z	scaleform/src/kernel/sf_array.h	scaleform	done	MATCH	100	100	100	1	155	f	f8303181aab8	auto: at 100% ceiling, demoted from queue
?Reserve@?$ArrayDataBase@UPair@Slots@AS3@GFx@Scaleform@@U?$AllocatorLH@UPair@Slots@AS3@GFx@Scaleform@@$0BEM@@5@UArrayDefaultPolicy@5@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	154	f	f8303181aab8	
?Reserve@?$ArrayDataBase@URecalculate@Tracer@AS3@GFx@Scaleform@@U?$AllocatorDH_POD@URecalculate@Tracer@AS3@GFx@Scaleform@@$0BEI@@5@UArrayDefaultPolicy@5@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	141	f	f8303181aab8	
?Reserve@?$ArrayDataBase@URenderTargetEntry@HAL@Render@Scaleform@@U?$AllocatorLH@URenderTargetEntry@HAL@Render@Scaleform@@$01@4@U?$ArrayConstPolicy@$0A@$07$00@4@@Scaleform@@QAEXPBXI@Z	scaleform/src/kernel/sf_array.h	scaleform	done	MATCH	100	100	100	0	153	f	f8303181aab8	
?Reserve@?$ArrayDataBase@USceneInfo@MovieDataDef@GFx@Scaleform@@U?$AllocatorLH@USceneInfo@MovieDataDef@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	138	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UStrokeStyleType@Render@Scaleform@@U?$AllocatorGH@UStrokeStyleType@Render@Scaleform@@$01@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	149	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UStrokeStyleType@Render@Scaleform@@U?$AllocatorGH@UStrokeStyleType@Render@Scaleform@@$0BAD@@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	149	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UStrokeStyleType@Render@Scaleform@@U?$AllocatorLH@UStrokeStyleType@Render@Scaleform@@$01@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	154	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UTextMeshEntry@Render@Scaleform@@U?$AllocatorDH@UTextMeshEntry@Render@Scaleform@@$01@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	137	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UTextMeshLayer@Render@Scaleform@@U?$AllocatorDH@UTextMeshLayer@Render@Scaleform@@$01@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	141	f	f8303181aab8	
?Reserve@?$ArrayDataBase@UTextureGlyph@Render@Scaleform@@U?$AllocatorLH@UTextureGlyph@Render@Scaleform@@$0BAF@@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	140	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$ArrayLH_POD@I$0BFC@UArrayDefaultPolicy@Scaleform@@@Scaleform@@U?$AllocatorLH@V?$ArrayLH_POD@I$0BFC@UArrayDefaultPolicy@Scaleform@@@Scaleform@@$0BFE@@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$Matrix3x4@M@Render@Scaleform@@U?$AllocatorLH@V?$Matrix3x4@M@Render@Scaleform@@$01@3@U?$ArrayConstPolicy@$0A@$07$00@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	151	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$Matrix4x4@M@Render@Scaleform@@U?$AllocatorLH@V?$Matrix4x4@M@Render@Scaleform@@$01@3@U?$ArrayConstPolicy@$0A@$07$00@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	149	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$Ptr@VButtonActionBase@GFx@Scaleform@@@Scaleform@@U?$AllocatorLH@V?$Ptr@VButtonActionBase@GFx@Scaleform@@@Scaleform@@$0BAC@@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$Ptr@VFence@Render@Scaleform@@@Scaleform@@U?$AllocatorLH@V?$Ptr@VFence@Render@Scaleform@@@Scaleform@@$01@2@U?$ArrayConstPolicy@$0IA@$0EA@$00@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	162	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$Ptr@VFilter@Render@Scaleform@@@Scaleform@@U?$AllocatorGH@V?$Ptr@VFilter@Render@Scaleform@@@Scaleform@@$01@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	137	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$Ptr@VInteractiveObject@GFx@Scaleform@@@Scaleform@@U?$AllocatorDH@V?$Ptr@VInteractiveObject@GFx@Scaleform@@@Scaleform@@$0BEH@@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	141	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$Ptr@VInteractiveObject@GFx@Scaleform@@@Scaleform@@U?$AllocatorLH@V?$Ptr@VInteractiveObject@GFx@Scaleform@@@Scaleform@@$0BEH@@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$Ptr@VMovieDefImpl@GFx@Scaleform@@@Scaleform@@U?$AllocatorGH@V?$Ptr@VMovieDefImpl@GFx@Scaleform@@@Scaleform@@$0BAJ@@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	137	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$Ptr@VMovieDefImpl@GFx@Scaleform@@@Scaleform@@U?$AllocatorLH@V?$Ptr@VMovieDefImpl@GFx@Scaleform@@@Scaleform@@$0BAJ@@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$Ptr@VShapeDataBase@GFx@Scaleform@@@Scaleform@@U?$AllocatorLH@V?$Ptr@VShapeDataBase@GFx@Scaleform@@@Scaleform@@$0BAF@@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$RangeData@UUrlZone@CSSHolderBase@TextField@GFx@Scaleform@@@Scaleform@@U?$AllocatorGH@V?$RangeData@UUrlZone@CSSHolderBase@TextField@GFx@Scaleform@@@Scaleform@@$01@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	137	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$SPtr@UASStringNode@GFx@Scaleform@@@AS3@GFx@Scaleform@@U?$AllocatorLH@V?$SPtr@UASStringNode@GFx@Scaleform@@@AS3@GFx@Scaleform@@$0BFE@@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@V?$WeakPtr@VInteractiveObject@GFx@Scaleform@@@Scaleform@@U?$AllocatorLH@V?$WeakPtr@VInteractiveObject@GFx@Scaleform@@@Scaleform@@$01@2@UArrayDefaultPolicy@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VASString@GFx@Scaleform@@U?$AllocatorLH@VASString@GFx@Scaleform@@$0BED@@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VButtonRecord@GFx@Scaleform@@U?$AllocatorLH@VButtonRecord@GFx@Scaleform@@$0BAC@@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	140	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VDisplayEntry@DisplayList@GFx@Scaleform@@U?$AllocatorLH@VDisplayEntry@DisplayList@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VExceptionInfo@MethodBodyInfo@Abc@AS3@GFx@Scaleform@@U?$AllocatorLH_POD@VExceptionInfo@MethodBodyInfo@Abc@AS3@GFx@Scaleform@@$0BFC@@6@UArrayDefaultPolicy@6@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VGlyphEntry@StaticTextRecord@GFx@Scaleform@@U?$AllocatorLH@VGlyphEntry@StaticTextRecord@GFx@Scaleform@@$0BAC@@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VHandlerStruct@Waitable@Scaleform@@U?$AllocatorGH@VHandlerStruct@Waitable@Scaleform@@$01@3@U?$ArrayConstPolicy@$0A@$0BA@$00@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	141	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VMultiname@AS3@GFx@Scaleform@@U?$AllocatorLH@VMultiname@AS3@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	146	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VMultiname@Abc@AS3@GFx@Scaleform@@U?$AllocatorLH@VMultiname@Abc@AS3@GFx@Scaleform@@$0BFD@@5@UArrayDefaultPolicy@5@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	138	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VNamespaceInfo@Abc@AS3@GFx@Scaleform@@U?$AllocatorLH@VNamespaceInfo@Abc@AS3@GFx@Scaleform@@$0BFD@@5@UArrayDefaultPolicy@5@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VValue@AS2@GFx@Scaleform@@U?$AllocatorLH@VValue@AS2@GFx@Scaleform@@$0BED@@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	138	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VValue@AS3@GFx@Scaleform@@U?$AllocatorDH@VValue@AS3@GFx@Scaleform@@$01@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	137	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VValue@AS3@GFx@Scaleform@@U?$AllocatorLH@VValue@AS3@GFx@Scaleform@@$0BEL@@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	138	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VValue@GFx@Scaleform@@U?$AllocatorGH_CPP@VValue@GFx@Scaleform@@$01@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	379	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VValueDetail@Abc@AS3@GFx@Scaleform@@U?$AllocatorLH@VValueDetail@Abc@AS3@GFx@Scaleform@@$0BFC@@5@UArrayDefaultPolicy@5@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@VWithStackEntry@AS2@GFx@Scaleform@@U?$AllocatorLH_POD@VWithStackEntry@AS2@GFx@Scaleform@@$0BED@@4@UArrayDefaultPolicy@4@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	142	f	f8303181aab8	
?Reserve@?$ArrayDataBase@Vfmt_record@MsgFormat@Scaleform@@U?$AllocatorGH_POD@Vfmt_record@MsgFormat@Scaleform@@$01@3@UArrayDefaultPolicy@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	137	f	f8303181aab8	
?Reserve@?$ArrayDataBase@W4BlendMode@Render@Scaleform@@U?$AllocatorLH@W4BlendMode@Render@Scaleform@@$01@3@U?$ArrayConstPolicy@$0A@$07$00@3@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	153	f	f8303181aab8	
?Reserve@?$ArrayDataBase@_WU?$AllocatorLH@_W$01@Scaleform@@UArrayDefaultPolicy@2@@Scaleform@@QAEXPBXI@Z	src/kernel/sf_array.h	gfx	done	MATCH	100	100	100	0	134	f	f8303181aab8	
?Reserve@?$ArrayUnsafeBase@DU?$AllocatorGH_POD@D$01@Scaleform@@@Scaleform@@QAEXII@Z	src/kernel/sf_arrayunsafe.h	gfx	done	MATCH	100	100	100	0	104	f	af87f94df118	
?Reserve@?$ArrayUnsafeBase@EU?$AllocatorLH_POD@E$0BAF@@Scaleform@@@Scaleform@@QAEXII@Z	src/kernel/sf_arrayunsafe.h	gfx	done	MATCH	100	100	100	0	101	f	af87f94df118	
?Reserve@?$ArrayUnsafeBase@HU?$AllocatorGH@H$01@Scaleform@@@Scaleform@@QAEXII@Z	src/kernel/sf_arrayunsafe.h	gfx	done	MATCH	100	100	100	0	108	f	af87f94df118	
?Reserve@?$ArrayUnsafeBase@UGlyphBand@Render@Scaleform@@U?$AllocatorLH_POD@UGlyphBand@Render@Scaleform@@$0EP@@3@@Scaleform@@QAEXII@Z	src/kernel/sf_arrayunsafe.h	gfx	done	MATCH	100	100	100	0	104	f	af87f94df118	
?Reserve@?$ArrayUnsafeBase@UUpdateDesc@Texture@Render@Scaleform@@U?$AllocatorLH_POD@UUpdateDesc@Texture@Render@Scaleform@@$01@4@@Scaleform@@QAEXII@Z	src/kernel/sf_arrayunsafe.h	gfx	done	MATCH	100	100	100	0	110	f	af87f94df118	
?Reserve@SForestCullResults@SpeedTree@@UAE_NABV?$CArray@PAVCCore@SpeedTree@@$00@2@HHH_N@Z	speedtree/forest/cullresults.inl	speedtree	done	MATCH	100	100	100	1	51	f	01eadd6ce721	auto: at 100% ceiling, demoted from queue
?Reserve@StringBuffer@Scaleform@@QAEXI@Z	src/kernel/sf_string.cpp	gfx	done	MATCH	100	100	100	0	73	f	da2f34f03ce2	
?Reserve@ValueRegisterFile@AS3@GFx@Scaleform@@QAEXG@Z	src/gfx/as3/as3_valuestack.cpp	gfx	done	MATCH	100	100	100	0	204	f	4cb73be15b95	
?Reserve@ValueStack@AS3@GFx@Scaleform@@QAEXG@Z	src/gfx/as3/as3_valuestack.cpp	gfx	done	MATCH	100	100	100	0	113	f	4f0dc1481687	
?ReserveAddrSpace@SysMemMapperWinAPI@Scaleform@@UAEPAXI@Z	src/kernel/heappt/heappt_sysallocwinapi.cpp	gfx	blocked				0	0	23	f		
?ReserveHead@RenderQueue@Render@Scaleform@@QAEPAVRenderQueueItem@23@XZ	src/render/render_queue.cpp	gfx	done	MATCH	100	100	100	0	47	f	4fc5fcae2117	
?Reset@?$btSparseSdf@$02@@QAEXXZ	bullet/bulletsoftbody/btsparsesdf.h	bullet	done	MATCH	100	100	100	1	100	f	9039a480c770	auto: at 100% ceiling, demoted from queue
?Reset@CExtents@SpeedTree@@QAEXXZ	speedtree/core/extents.inl	speedtree	done	MATCH	100	100	100	1	46	f	6a3325759695	auto: at 100% ceiling, demoted from queue
?Reset@CProfileManager@@SAXXZ	bullet/linearmath/btquickprof.cpp	bullet	done	MATCH	100	100	100	1	121	f	a2754b705aed	auto: at 100% ceiling, demoted from queue
?Reset@CProfileNode@@QAEXXZ	bullet/linearmath/btquickprof.cpp	bullet	done	MATCH	100	100	100	1	39	f	3abaffce5bfd	auto: at 100% ceiling, demoted from queue
?Reset@FreeBin@HeapPT@Scaleform@@QAEXXZ	src/kernel/heappt/heappt_freebin.cpp	gfx	done	MATCH	100	100	100	0	98	f	d44bb15dadfc	
?Reset@GFxLineCursor@Text@Render@Scaleform@@QAEXXZ	src/render/text/text_docview.cpp	gfx	done	MATCH	100	100	100	0	58	f	3467332c8113	
