rva	name	size	type	comment
0x7c35e0	DAT_007d35e0	0x5b	code	error_code.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x5b-byte extent
0x7c3640	DAT_007d3640	0x50	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x50-byte extent
0x7c3690	DAT_007d3690	0x5e	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x5e-byte extent
0x7c36f0	DAT_007d36f0	0x26	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7c3720	DAT_007d3720	0x29	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x29-byte extent
0x7c3750	DAT_007d3750	0x23	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x23-byte extent
0x7c3780	DAT_007d3780	0x23	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x23-byte extent
0x7c37b0	DAT_007d37b0	0x35	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x35-byte extent
0x7c37f0	DAT_007d37f0	0x26	code	Geometry.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7c3820	DAT_007d3820	0x31	code	Geometry.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x31-byte extent
0x7c3860	DAT_007d3860	0x33	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x33-byte extent
0x7c38a0	DAT_007d38a0	0x29	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x29-byte extent
0x7c38d0	DAT_007d38d0	0x35	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x35-byte extent
0x7c3910	DAT_007d3910	0x1a	EH::UnwindFunclet	SpeedTree Parser.obj unwind-map action; disassembly is one EBP-frame cleanup ending at ret 0x7c3929, before the handler thunk
0x7c392a	DAT_007d392a	0x1b	EH::CxxFrameHandler3Thunk	SpeedTree Parser.obj function 0x1a8a70 pushes this entry; it checks the EH cookie, loads FuncInfo 0x997424, and tail-jumps to _CxxFrameHandler3
0x7c3950	DAT_007d3950	0x32	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x32-byte extent
0x7c3990	DAT_007d3990	0x32	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x32-byte extent
0x7c39d0	DAT_007d39d0	0x29	code	ErrorHandler.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x29-byte extent
0x7c3a00	DAT_007d3a00	0x34	code	Material.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x34-byte extent
0x7c3a40	DAT_007d3a40	0x26	code	Instance.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7c3a70	DAT_007d3a70	0x34	code	Grass.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x34-byte extent
0x7c3ab0	DAT_007d3ab0	0x5b	code	Grass.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x5b-byte extent
0x7c3b10	DAT_007d3b10	0x44	code	Grass.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x44-byte extent
0x7c3b60	DAT_007d3b60	0x2c	code	Grass.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x2c-byte extent
0x7c3b90	DAT_007d3b90	0x3c	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x3c-byte extent
0x7c3bd0	DAT_007d3bd0	0x52	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x52-byte extent
0x7c3c30	DAT_007d3c30	0x2c	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x2c-byte extent
0x7c3c60	DAT_007d3c60	0x26	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7c3c90	DAT_007d3c90	0x23	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x23-byte extent
0x7c3cc0	DAT_007d3cc0	0x30	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x30-byte extent
0x7c3cf0	DAT_007d3cf0	0x23	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x23-byte extent
0x7c3d20	DAT_007d3d20	0x26	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7c3d50	DAT_007d3d50	0x26	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7c3d80	DAT_007d3d80	0x23	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x23-byte extent
0x7c3db0	DAT_007d3db0	0x26	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7c3de0	DAT_007d3de0	0x23	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x23-byte extent
0x7c3e10	DAT_007d3e10	0x23	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x23-byte extent
0x7c3e40	DAT_007d3e40	0x26	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7c3e70	DAT_007d3e70	0x23	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x23-byte extent
0x7c3ea0	DAT_007d3ea0	0x23	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x23-byte extent
0x7c3ed0	DAT_007d3ed0	0x26	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7c3f00	DAT_007d3f00	0x42	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x42-byte extent
0x7c3f50	DAT_007d3f50	0x26	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7c3f80	DAT_007d3f80	0x2c	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x2c-byte extent
0x7c3fb0	DAT_007d3fb0	0x34	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x34-byte extent
0x7cfc70	DAT_007dfc70	0xb	code	error_code.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0xb-byte extent
0x7cfc80	DAT_007dfc80	0xb	code	error_code.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0xb-byte extent
0x7cfc90	DAT_007dfc90	0xb	code	error_code.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0xb-byte extent
0x7cfca0	DAT_007dfca0	0xb	code	error_code.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0xb-byte extent
0x7cfcb0	DAT_007dfcb0	0x21	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7cfce0	DAT_007dfce0	0x1d	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cfd00	DAT_007dfd00	0x1d	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cfd20	DAT_007dfd20	0x1d	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cfd40	DAT_007dfd40	0x1d	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cfd60	DAT_007dfd60	0x1d	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cfd80	DAT_007dfd80	0x21	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7cfdb0	DAT_007dfdb0	0x1d	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cfdd0	DAT_007dfdd0	0x1d	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cfdf0	DAT_007dfdf0	0x2d	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x2d-byte extent
0x7cfe20	DAT_007dfe20	0x1d	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cfe40	DAT_007dfe40	0x1c	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1c-byte extent
0x7cfe60	DAT_007dfe60	0x2e	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x2e-byte extent
0x7cfe90	DAT_007dfe90	0x21	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7cfec0	DAT_007dfec0	0x1d	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cfee0	DAT_007dfee0	0x1d	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cff00	DAT_007dff00	0x1d	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cff20	DAT_007dff20	0x1d	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cff40	DAT_007dff40	0x1d	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cff60	DAT_007dff60	0x21	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7cff90	DAT_007dff90	0x1d	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cffb0	DAT_007dffb0	0x1d	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7cffd0	DAT_007dffd0	0x26	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7d0000	DAT_007e0000	0x1d	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0020	DAT_007e0020	0x1d	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0040	DAT_007e0040	0x1d	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0060	DAT_007e0060	0x26	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7d0090	DAT_007e0090	0x26	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7d00c0	DAT_007e00c0	0x26	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7d00f0	DAT_007e00f0	0x21	code	Geometry.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d0120	DAT_007e0120	0x1d	code	Geometry.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0140	DAT_007e0140	0x1d	code	Geometry.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0160	DAT_007e0160	0x1d	code	Geometry.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0180	DAT_007e0180	0x1d	code	Geometry.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d01a0	DAT_007e01a0	0x1d	code	Geometry.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d01c0	DAT_007e01c0	0x21	code	Geometry.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d01f0	DAT_007e01f0	0x1d	code	Geometry.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0210	DAT_007e0210	0x1d	code	Geometry.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0230	DAT_007e0230	0x21	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d0260	DAT_007e0260	0x1d	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0280	DAT_007e0280	0x1d	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d02a0	DAT_007e02a0	0x1d	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d02c0	DAT_007e02c0	0x1d	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d02e0	DAT_007e02e0	0x1d	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0300	DAT_007e0300	0x21	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d0330	DAT_007e0330	0x1d	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0350	DAT_007e0350	0x1d	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0370	DAT_007e0370	0xf	code	Parser.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0xf-byte extent
0x7d0380	DAT_007e0380	0x21	code	ErrorHandler.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d03b0	DAT_007e03b0	0x1d	code	ErrorHandler.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d03d0	DAT_007e03d0	0x1d	code	ErrorHandler.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d03f0	DAT_007e03f0	0x1d	code	ErrorHandler.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0410	DAT_007e0410	0x1d	code	ErrorHandler.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0430	DAT_007e0430	0x1d	code	ErrorHandler.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0450	DAT_007e0450	0x21	code	ErrorHandler.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d0480	DAT_007e0480	0x1d	code	ErrorHandler.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d04a0	DAT_007e04a0	0x1d	code	ErrorHandler.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d04c0	DAT_007e04c0	0x21	code	Material.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d04f0	DAT_007e04f0	0x1d	code	Material.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0510	DAT_007e0510	0x1d	code	Material.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0530	DAT_007e0530	0x1d	code	Material.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0550	DAT_007e0550	0x1d	code	Material.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0570	DAT_007e0570	0x1d	code	Material.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0590	DAT_007e0590	0x21	code	Material.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d05c0	DAT_007e05c0	0x1d	code	Material.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d05e0	DAT_007e05e0	0x1d	code	Material.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0600	DAT_007e0600	0x21	code	Instance.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d0630	DAT_007e0630	0x1d	code	Instance.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0650	DAT_007e0650	0x1d	code	Instance.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0670	DAT_007e0670	0x1d	code	Instance.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0690	DAT_007e0690	0x1d	code	Instance.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d06b0	DAT_007e06b0	0x1d	code	Instance.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d06d0	DAT_007e06d0	0x21	code	Instance.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d0700	DAT_007e0700	0x1d	code	Instance.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0720	DAT_007e0720	0x1d	code	Instance.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0740	DAT_007e0740	0x21	code	Grass.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d0770	DAT_007e0770	0x1d	code	Grass.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0790	DAT_007e0790	0x1d	code	Grass.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d07b0	DAT_007e07b0	0x1d	code	Grass.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d07d0	DAT_007e07d0	0x1d	code	Grass.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d07f0	DAT_007e07f0	0x1d	code	Grass.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0810	DAT_007e0810	0x21	code	Grass.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d0840	DAT_007e0840	0x1d	code	Grass.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0860	DAT_007e0860	0x1d	code	Grass.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0880	DAT_007e0880	0x21	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d08b0	DAT_007e08b0	0x1d	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d08d0	DAT_007e08d0	0x1d	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d08f0	DAT_007e08f0	0x1d	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0910	DAT_007e0910	0x1d	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0930	DAT_007e0930	0x1d	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d0950	DAT_007e0950	0x21	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x21-byte extent
0x7d0980	DAT_007e0980	0x1d	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7d09a0	DAT_007e09a0	0x1d	code	Forest.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1d-byte extent
0x7e34d0	DAT_007f34d0	0xb	code	error_code.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0xb-byte extent
0x7e34e0	DAT_007f34e0	0xb	code	error_code.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0xb-byte extent
0x7e34f0	DAT_007f34f0	0x35	code	error_code.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x35-byte extent
0x7e3530	DAT_007f3530	0x1b	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x1b-byte extent
0x7e3550	DAT_007f3550	0x10	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x10-byte extent
0x7e3560	DAT_007f3560	0x26	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x26-byte extent
0x7e3590	DAT_007f3590	0xf	code	Core.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0xf-byte extent
0x7e35a0	DAT_007f35a0	0x19	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x19-byte extent
0x7e35c0	DAT_007f35c0	0x19	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x19-byte extent
0x7e35e0	DAT_007f35e0	0x19	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x19-byte extent
0x7e3600	DAT_007f3600	0x19	code	CoordSys.obj private code contribution; manually verified relocation topology has no embedded data and retail COFF bounds prove the 0x19-byte extent
0x8067b0	?_S_classic_table@?1??classic_table@?$ctype@D@stlp_std@@KAPBW4mask@ctype_base@3@XZ@4QBW4453@B	0x400	stlp_std::ctype_base::mask const[256]	Exact ctype.obj CodeView local static; STLport type-server record 0x2fd7 proves a 1024-byte array of 256 const mask enums
0x813b30	DAT_00823B30	0x4	float const	SpeedTree Instance.obj anonymous 0x40c90fdb constant; the sole reference is an fmul dword
0x817460	DAT_00827460	0x10	double const[2]	CRT _pow_pentium4_.obj anonymous aligned pool; movapd consumes exactly two doubles before exp2_tbl
0x817cc0	DAT_00827CC0	0x10	double const[2]	CRT _pow_pentium4_.obj anonymous aligned pool; both references consume one xmmword
0x817cd0	DAT_00827CD0	0x8	double const	CRT _pow_pentium4_.obj anonymous scalar pool; both references consume one qword before PDB-owned HALFSIG
0x817da0	DAT_00827DA0	0x10	double const[2]	CRT _exp_pentium4_.obj anonymous aligned coefficient pair; movapd consumes one xmmword
0x817db0	DAT_00827DB0	0x10	double const[2]	CRT _exp_pentium4_.obj anonymous aligned coefficient pair; movapd consumes one xmmword
0x817dc0	DAT_00827DC0	0x10	double const[2]	CRT _exp_pentium4_.obj anonymous aligned coefficient pair; movapd consumes one xmmword
0x817dd0	DAT_00827DD0	0x10	double const[2]	CRT _exp_pentium4_.obj anonymous aligned coefficient pair; movapd consumes one xmmword
0x819978	DAT_00829978	0x8	double const	CRT _asin_pentium4_.obj anonymous scalar pool; movlpd consumes one qword between PI_BY_2 and SIGNMASK
0x8199b0	DAT_008299B0	0x8	double const	CRT _asin_pentium4_.obj anonymous scalar coefficient; both references consume one qword
0x8199b8	DAT_008299B8	0x8	double const	CRT _asin_pentium4_.obj anonymous scalar coefficient; both references consume one qword before cv2
0x8199d0	DAT_008299D0	0x10	double const[2]	CRT _asin_pentium4_.obj anonymous aligned coefficient pair; both references consume one xmmword
0x8199e0	DAT_008299E0	0x10	double const[2]	CRT _asin_pentium4_.obj anonymous aligned coefficient pair; both references consume one xmmword
0x8199f0	DAT_008299F0	0x10	double const[2]	CRT _asin_pentium4_.obj anonymous aligned coefficient pair; movapd consumes one xmmword
0x829034	?supported_nids@?1??X509_supported_extension@@9@9	0x2c	int const[11]	OpenSSL v3_purp.obj function-local supported extension NID table; exact COFF local and boundary
0x82bfe0	?local_it@?1??ASN1_SEQUENCE_ANY_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL tasn_typ.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x82c010	?local_it@?1??ASN1_SET_ANY_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL tasn_typ.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x82c4f4	?local_it@?1??X509_NAME_INTERNAL_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL x_name.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x82c620	?local_it@?1??X509_EXTENSIONS_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL x_exten.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x82cc94	?local_it@?1??X509_CERT_AUX_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL x_x509a.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x82d7b4	?local_it@?1??RSAPrivateKey_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL rsa_asn1.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x82d810	?local_it@?1??RSAPublicKey_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL rsa_asn1.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x82d890	?local_it@?1??DSA_SIG_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL dsa_asn1.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x82d8c4	?local_it@?1??DSAPrivateKey_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL dsa_asn1.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x82d9ac	?local_it@?1??DSAparams_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL dsa_asn1.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x82da74	?local_it@?1??DSAPublicKey_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL dsa_asn1.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x82df50	?local_it@?1??EC_PRIVATEKEY_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL ec_asn1.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x833060	?local_it@?1??PBE2PARAM_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL p5_pbev2.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x83307c	?local_it@?1??PBKDF2PARAM_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL p5_pbev2.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x83311c	?local_it@?1??PBEPARAM_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL p5_pbe.obj function-local ASN1 item; exact COFF local and next-symbol boundary
0x839ec4	?local_it@?1??ECDSA_SIG_it@@9@9	0x1c	ASN1_ITEM const	OpenSSL ecs_asn1.obj function-local ASN1 item; exact COFF local and next-symbol boundary
